2030.594482,997.845520,10.813097,0,[null],Four dragons Casino,0,750000,2500,0
2412.142089,1020.969604,14.272500,0,[null],Xtreme Mod Garage,0,200000,750,0
2177.562500,962.328674,10.820300,0,[null],Ammunation South LV,0,125000,700,4900
2121.766357,957.253112,10.812996,0,[null],Gas Station South LV,0,80000,1000,0
2182.451416,1115.274291,12.648400,0,[null],The Come-Alot,0,700000,2500,0
2023.034790,1342.802124,10.820300,0,[null],High Roller Casino,0,800000,3750,0
2088.063964,1449.034545,10.820300,0,[null],Royal Casino,0,700000,2250,0
2016.854980,1545.786376,10.583600,0,[null],Pirate Ship,0,2000000,5000,0
2194.563476,1684.985961,12.072696,0,[null],Caligula's Casino,0,750000,3000,0
2224.529296,1841.403198,10.820300,0,[null],Clown's Pocket,0,100000,1750,0
2193.499755,1985.930297,12.296896,0,[null],24/7 North LV,0,80000,1000,0
2024.567260,1921.736450,12.338700,0,[null],Swanky Hotel,0,900000,4225,0
2164.641845,2161.603027,10.820300,0,[null],cowboy casino,0,700000,3000,0
-2724.392089,-314.795684,7.186100,0,Gowther,SF Country Club,1,220000,14000,126000
-1957.312377,302.892395,35.468799,0,Psicoloco,SF Wang Cars,0,170000,70000,1120000
-1754.213867,960.234680,24.882799,0,[null],SF Hotel,0,200000,12000,0
-1660.478149,1218.463623,7.250000,0,[null],SF Otto's Autos,0,190000,10000,0
1022.766906,-1124.102783,23.870800,0,[null],LS Kathay Chineese Thea,0,130000,8500,0
1129.056884,-1489.081176,22.768999,0,[null],LS Verona Mall,0,150000,9000,0
1722.038330,-1652.113159,20.062500,0,[null],LS Museum,0,75000,5000,0
1722.989990,-1662.530029,20.229999,0,[null],Vodka Inn LS,0,1000000,40000,0
823.970397,-1360.195800,-0.507799,0,[null],Market Station LS,0,250000,10000,0
-957.561828,1946.506225,9.000000,0,[null],Dam,0,15000000,600000,0
268.843505,1883.930053,-30.093700,0,[null],MilitaryBase,0,20000000,800000,0
418.005401,2537.250976,10.000000,0,[null],Old Airport,0,750000,30000,0
1099.570556,1601.449707,12.546796,0,[null],Blackfield Stadium,0,2500000,100000,0
2695.570312,-1704.677612,11.843700,0,[null],LS Forum,0,2500000,100000,0
1545.692504,-1355.064331,329.471313,0,[null],Toby Tower LS,0,5000000,200000,0
-1753.758300,884.962829,295.875000,0,[null],MagnusCorp Pyramid,0,5000000,200000,0
-1951.504516,703.588073,46.562500,0,[null],Zombotech,0,1000000,40000,0
-687.634277,937.504821,13.632800,0,[null],Toreno's,0,1000000,40000,0
-225.883499,1403.905273,27.773399,0,[null],Alien Inn,0,100000,4000,0
625.100219,860.675109,-42.953399,0,[null],Quarry,0,7500000,300000,0
-49.805999,-271.705108,6.633100,0,[null],Fleischberg,0,10000000,400000,0
372.976715,-2042.313232,7.671800,0,[null],Glocki's Funworld,0,175000,7000,0
1090.574951,1074.810913,10.835900,0,[null],Greenglass College,0,1000000,40000,0
1171.235107,1356.118164,10.921796,0,[null],Turning Trick LV,0,500000,20000,0
-2186.098876,2415.678955,5.165100,0,[null],Boat Training,0,500000,20000,0
681.907470,-443.306091,16.335899,0,[null],Wollo's BoozeUp,0,175000,7000,0
-551.725524,2594.103759,53.934700,0,[null],Tierra Robada Corp,0,500000,20000,0
-844.510986,2745.131835,45.851501,0,[null],Teepee Motel VO,0,250000,10000,0
-2119.920654,-444.161590,35.531200,0,Ciro,Corvin Stadium,0,2500000,100000,0
1893.588256,-1393.159545,13.993000,0,[null],Bike Park,0,75000,3000,0
1445.808227,-2287.269042,13.546796,0,[null],Airpot LS,0,12500000,500000,0
1677.820312,1447.950805,10.775500,0,[null],Airpot LV,0,12500000,500000,0
-1423.322875,-289.001190,14.148400,0,[null],Airpot SF,0,12500000,500000,0
-1605.778930,712.369873,13.867096,0,[null],Police Department SF,0,500000,20000,0
-1557.695922,67.381698,17.335699,0,[null],Container I,0,5000000,200000,0
-2442.638183,753.719787,35.171798,0,[null],SupaSave,0,250000,10000,0
646.877624,-1357.604125,13.571800,0,[null],Interglobal TV,0,2500000,100000,0
912.239929,-1235.267456,17.210899,0,[null],Porn Studios,0,5000000,200000,0
816.734802,-1103.009643,25.791400,0,[null],Pet Sematary,0,750000,30000,0
1479.552368,2251.344726,11.023400,0,[null],Bandits,0,2500000,100000,0
1671.668945,1837.323974,10.820300,0,[null],Shody,0,750000,30000,0
1693.927001,2207.173828,11.069100,0,[null],Steakhouse,0,500000,20000,0
2224.951171,2521.104492,10.820300,0,[null],Lil' Church LV,0,75000,3000,0
2368.102539,1983.115356,10.820300,0,[null],Venturas Steaks,0,750000,30000,0
2127.593750,2377.432617,10.820300,0,[null],Emerald Isle,0,2500000,100000,0
2811.011474,1985.483520,10.820300,0,[null],General Store,0,150000,6000,0
2592.532714,2790.419433,10.820300,0,[null],K.A.C.C.,0,7500000,300000,0
1457.217163,2773.314208,10.820300,0,[null],Golfclub LV,0,2500000,100000,0
1743.020019,-1863.257202,13.575200,0,[null],Unity Station LS,0,2500000,100000,0
2033.765258,-1406.600830,17.204299,0,[null],County General LS,0,2500000,100000,0
1173.336059,-1323.677856,15.393096,0,[null],Hospital LS,0,2500000,100000,0
2018.723876,1916.495117,12.341500,0,[null],Visage,0,5000000,200000,0
2489.704101,918.473205,11.023400,0,[null],Wedding Chapel,0,100000,4000,0
2184.028076,1114.626342,12.648400,0,[null],Cum-a-lot,0,7500000,300000,0
2179.375976,1515.802001,10.820300,0,[null],Royal Casino,0,2500000,100000,0
1954.257324,1342.936645,15.374600,0,[null],High Roller,0,1000000,40000,0
2519.398925,2334.771972,10.820300,0,[null],Dick's Sounds,0,175000,7000,0
-2155.770019,159.797607,35.320301,0,[null],Dom's Rubbers,0,50000,2000,0
464.615203,-1286.825317,15.404296,0,[null],Vinyl Countdown I,0,150000,6000,0
-2429.146972,-154.525100,35.312500,0,[null],Bearded Clam,0,50000,2000,0
595.312072,-1249.657104,18.257499,0,[null],Bank of SA,0,7500000,300000,0
-2430.842285,-109.589202,35.312500,0,[null],Daily Globes,0,50000,2000,0
-2509.330566,-49.778301,25.684499,0,[null],Hippy Shopper I,0,50000,2000,0
816.135803,-1388.183349,13.615097,0,[null],Vinyl Countdown II,0,150000,6000,0
1129.191650,-1488.759765,22.768999,0,[null],Verona Mall,0,2500000,100000,0
-2589.370361,59.810699,4.335896,0,[null],Hippy Shopper II,0,50000,2000,0
2296.563964,-2046.475341,13.546796,0,[null],TG Stages,0,250000,10000,0
-1316.047851,507.880187,11.195300,0,[null],AircraftCarrier,0,10000000,400000,0
-2024.701049,67.163902,28.439899,0,[null],Fire Dept SF,0,500000,20000,0
-2461.440917,133.813705,35.171798,0,[null],Biffin Bridge,0,500000,20000,0
-2571.497558,326.764007,10.562500,0,[null],Uphill Gardener,0,100000,4000,0
-1799.787231,1198.830566,25.119300,0,[null],Michelle's,0,75000,3000,0
-2409.431396,1548.207519,26.046800,0,[null],Container II,0,5000000,200000,0
-1692.078247,1353.281860,9.804596,0,[null],Pier 69,0,175000,7000,0
2131.603515,-1149.110473,24.300600,0,[null],Coutt & Schutz,0,100000,4000,0
1207.223022,-1747.896240,13.593000,0,[null],ConferenceCenter,0,7500000,300000,0
1081.374511,-1699.438354,13.546796,0,[null],Papercuts,0,250000,10000,0
