Extreme, 411
17068, 8846.74414, -929.90790, -0.45692,   0.00000, 0.00000, 0.00000
3458, 3924.97974, -1238.25867, 85.00401,   0.00000, 0.00000, 0.00000
3458, 3965.38159, -1238.25732, 85.00401,   0.00000, 0.00000, 0.00000
3458, 3983.03516, -1215.50513, 85.00401,   0.00000, 0.00000, -89.99999
3458, 3983.04175, -1175.11267, 85.00401,   0.00000, 0.00000, -89.99999
3458, 3907.34570, -1215.49316, 85.00401,   0.00000, 0.00000, -89.99999
3458, 3907.33765, -1175.09729, 85.00401,   0.00000, 0.00000, -89.99999
3458, 3965.36401, -1152.35938, 85.00401,   0.00000, 0.00000, 0.06000
3458, 3924.96899, -1152.34619, 85.00401,   0.00000, 0.00000, 0.00000
3458, 3924.57788, -1179.97302, 96.45398,   0.00000, 0.00000, 0.00000
3458, 3963.55664, -1179.96777, 90.36822,   0.00000, 17.76001, 0.00000
18768, 3944.50317, -1200.89795, 85.88132,   0.00000, 0.00000, 0.00000
3458, 3906.94312, -1202.72705, 96.45398,   0.00000, 0.00000, -90.00005
3458, 3884.19556, -1179.98120, 96.45398,   0.00000, 0.00000, 0.00000
3458, 3884.20215, -1220.35181, 96.45398,   0.00000, 0.00000, 0.00000
3458, 3866.56055, -1197.60278, 96.45398,   0.00000, 0.00000, -90.00005
3458, 3943.51172, -1170.54724, 85.00401,   0.00000, 0.00000, -89.99999
3458, 3906.92261, -1157.20142, 96.45398,   0.00000, 0.00000, -90.00005
3458, 3866.56104, -1157.22852, 96.45398,   0.00000, 0.00000, -90.00005
3458, 3886.90942, -1139.58875, 96.45398,   0.00000, 0.00000, 0.00000
3458, 3906.93750, -1243.12073, 96.45398,   0.00000, 0.00000, -90.00005
3458, 3929.69336, -1260.75305, 96.45398,   0.00000, 0.00000, 0.00000
3458, 3968.62549, -1261.05151, 90.36822,   0.00000, 17.76001, -1.02001
3458, 3906.93872, -1283.50806, 96.45398,   0.00000, 0.00000, -90.00005
3458, 3947.33130, -1283.50281, 96.45398,   0.00000, 0.00000, -90.00005
3458, 3926.44702, -1301.11816, 96.45398,   0.00000, 0.00000, 0.00000
3458, 4003.08862, -1261.35535, 85.00401,   0.00000, 0.00000, 0.00000
3458, 4020.73340, -1238.61255, 85.00401,   0.00000, 0.00000, -89.99999
3458, 4002.38525, -1220.97168, 85.00401,   0.00000, 0.00000, 0.00000
3458, 4005.78394, -1152.32910, 85.00401,   0.00000, 0.00000, 0.06000
3458, 4002.85474, -1111.93787, 85.00401,   0.00000, 0.00000, 0.06000
3458, 3983.04346, -1129.58496, 85.00401,   0.00000, 0.00000, -89.99999
3458, 4023.40674, -1129.55188, 85.00401,   0.00000, 0.00000, -89.99999
16119, 3885.72632, -1360.52588, 88.35912,   0.00000, 0.00000, -173.57991
16119, 3955.37891, -1355.79321, 88.35912,   0.00000, 0.00000, -146.15974
16119, 4012.94409, -1324.59937, 88.35912,   0.00000, 0.00000, -142.61969
16119, 4070.08472, -1240.01367, 88.35912,   0.00000, 0.00000, -107.75975
16119, 4101.96582, -1145.42725, 88.35912,   0.00000, 0.00000, -90.71970
16119, 3833.99951, -1285.82336, 88.35912,   0.00000, 0.00000, -232.07991
16119, 3808.50073, -1186.34058, 88.35912,   0.00000, 0.00000, -232.07991
16119, 3819.37964, -1098.95898, 88.35912,   0.00000, 0.00000, -283.97989
16119, 3903.78442, -1081.54163, 88.35912,   0.00000, 0.00000, -345.89996
16119, 3984.69312, -1063.29382, 88.35912,   0.00000, 0.00000, -345.89996
16119, 4068.75903, -1085.51453, 82.63918,   0.00000, 0.00000, -24.17974
689, 3927.43384, -1087.80518, 93.00922,   0.00000, 0.00000, 0.00000
689, 3896.56763, -1086.93579, 93.00922,   0.00000, 0.00000, 0.00000
689, 3833.16309, -1090.48865, 93.00922,   0.00000, 0.00000, 0.00000
689, 3985.78125, -1071.84558, 93.00922,   0.00000, 0.00000, 0.00000
689, 4057.44604, -1079.77063, 93.00922,   0.00000, 0.00000, 0.00000
689, 4091.89063, -1128.33020, 93.00922,   0.00000, 0.00000, 0.00000
689, 4063.54663, -1249.13416, 93.00922,   0.00000, 0.00000, 0.00000
689, 4117.31689, -1100.53955, 118.21603,   0.00000, 0.00000, -34.92000
689, 3827.47534, -1113.53357, 93.00922,   0.00000, 0.00000, 0.00000
689, 3807.41992, -1173.01794, 93.00922,   0.00000, 0.00000, 0.00000
689, 3826.54590, -1256.82971, 93.00922,   0.00000, 0.00000, 0.00000
689, 3844.87451, -1289.34375, 93.00922,   0.00000, 0.00000, 0.00000
689, 3892.04004, -1354.02637, 93.00922,   0.00000, 0.00000, 0.00000
689, 3952.55933, -1352.01489, 93.00922,   0.00000, 0.00000, 0.00000
689, 4015.37256, -1310.27820, 93.00922,   0.00000, 0.00000, 0.00000
689, 4056.39478, -1274.64856, 93.00922,   0.00000, 0.00000, 0.00000
690, 4039.40356, -1308.60754, 110.86263,   0.00000, 0.00000, 0.00000
690, 3984.82544, -1343.39868, 110.86263,   0.00000, 0.00000, 0.00000
690, 3918.21875, -1366.51074, 110.86263,   0.00000, 0.00000, 0.00000
690, 3848.40771, -1318.26636, 110.86263,   0.00000, 0.00000, 0.00000
690, 3822.13477, -1211.67981, 110.86263,   0.00000, 0.00000, 0.00000
690, 3802.94897, -1127.61255, 110.86263,   0.00000, 0.00000, 0.00000
690, 3871.02124, -1081.93481, 110.86263,   0.00000, 0.00000, 0.00000
690, 3955.84790, -1066.00427, 110.86263,   0.00000, 0.00000, 0.00000
690, 4028.81348, -1057.77209, 110.86263,   0.00000, 0.00000, 0.00000
18750, 4087.70923, -1183.94531, 126.33857,   91.43997, -176.34001, 65.03998
