420,2329.871582,-1741.161376,13.323698,84.328399,2329.871582,-1741.161376,13.323698,84.328399,-1,-1,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2254.364990,-1801.098144,13.326292,84.328399,2254.364990,-1801.098144,13.326292,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2388.764892,-1886.926513,13.240694,84.328399,2388.764892,-1886.926513,13.240694,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2483.635986,-1951.712524,13.219099,84.328399,2483.635986,-1951.712524,13.219099,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2723.840332,-1959.902343,13.324600,84.328399,2723.840332,-1959.902343,13.324600,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2658.837402,-1996.989624,13.334500,84.328399,2658.837402,-1996.989624,13.334500,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2808.217041,-1952.149414,12.699000,84.328399,2808.217041,-1952.149414,12.699000,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2856.924560,-1624.466674,10.864192,84.328399,2856.924560,-1624.466674,10.864192,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2832.851074,-1158.189819,24.753999,84.328399,2832.851074,-1158.189819,24.753999,84.328399,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,2409.596923,-1227.668457,24.021799,86.131401,2409.596923,-1227.668457,24.021799,86.131401,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,1895.302246,-1937.495727,13.237792,86.131401,1895.302246,-1937.495727,13.237792,86.131401,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,1809.573974,-1643.288085,13.318200,86.131401,1809.573974,-1643.288085,13.318200,86.131401,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,1703.189575,-1608.932128,13.336091,86.131401,1703.189575,-1608.932128,13.336091,86.131401,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,1382.003906,-1764.848999,13.327500,86.131401,1382.003906,-1764.848999,13.327500,86.131401,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,946.050415,-1757.029907,13.326889,92.596702,946.050415,-1757.029907,13.326889,92.596702,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,783.297790,-1348.223876,13.312994,92.596702,783.297790,-1348.223876,13.312994,92.596702,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,1034.215698,-1137.904052,23.435899,92.596702,1034.215698,-1137.904052,23.435899,92.596702,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
420,1170.572265,-1021.655517,33.176700,92.596702,1170.572265,-1021.655517,33.176700,92.596702,-1,-1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[null],Taxi,-1
